Annual Fees,Originator,Years in Business,1/Years,Credit score,Property Ownership,SIC Code,Industry Category,Industry Subcategory,Num Credit Inquiries,Active Credit Lines,Active Credit Available,Active Credit Balance,Utilitization Percent,Past Due Total Balance,Avg Monthly Payment,Active #30Days,Active #60Days,Active #90Days,Num Charged Off,Credit Bal of Charge Offs,Past Due of Charge Offs,Percent Active Current,Active Percent Revolving,Ever Bankrupt?,Num of Bankruptcies,Time Since Bankruptcy,Num of Child Supports,Num of Closed Judgments,Num of Closed Tax Liens,Amt Past Judgments,Population of Zip Code,White Population,Black Population,Hispanic Population,Asian Population,Hawaiian Population,Indian Population,Other Population,Male Population,Female Population,Households in Zip Code,Persons Per Household,Average House Value,Income Per Household,Median Age,Median Age Male,Median Age Female,State,TimeZone,Metropolitan Statistical Area,Region,Division,Employment,First Quarter Payroll (000),Annual Payroll (000),Avg Annual Salary
"$3,380 ",C,2,0.333333333,466,Lease,57120000,"Retail - Furniture, Furnishings & Appliances",Furniture,3,7,$600 ,"$23,847 ",97.55,$57 ,$27 ,0,5,14,0,,,0.85714286,0,no,0,,0,0,0,0,46599,14655,4126,35435,977,45,621,22457,21561,25038,16676,2.82,"$275,000 ","$27,905 ",32.9,30.8,34.8,NY,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,3828,"$24,987 ","$104,850 ","$27,390 "
"$4,130 ",B,2,0.333333333,454,Lease,80710100,Services - Health,Testing labs,1,11,"$9,790 ","$67,638 ",87.36,"$2,051 ","$1,503 ",8,2,3,0,,,0.54545455,0.18136571,no,0,,0,0,0,0,51051,36319,1512,12860,3150,188,1336,6594,27626,23425,21511,2.3,"$100,700 ","$29,605 ",24.9,25.4,24.1,AZ,7,"Phoenix-Mesa, AZ MSA",West,Mountain,52767,"$450,008 ","$1,804,151 ","$34,191 "
"$3,020 ",A,20,0.047619048,527,Lease,59470000,Retail - Others,Gifts & novelties,4,21,"$76,020 ","$317,970 ",80.71,$109 ,"$4,864 ",2,0,0,0,,,0.9047619,0.32177037,no,0,,0,0,0,0,21673,20354,136,790,245,49,139,276,11082,10591,10908,2.06,"$144,800 ","$36,536 ",34.4,34,34.9,ID,7,"Boise City, ID MSA",West,Mountain,18599,"$164,068 ","$743,136 ","$39,956 "
"$3,850 ",C,6,0.142857143,700,Lease,59991200,Retail - Others,"Swimming pools, hot tubs & sauna equipment & supplies",2,16,"$117,543 ","$300,463 ",71.88,$0 ,"$3,957 ",1,0,0,0,,,1,0.13179463,no,0,,0,0,1,0,41472,33609,5582,1480,764,26,121,531,20218,21254,14958,2.88,"$129,200 ","$58,861 ",33.4,32.3,34.4,VA,5,"Washington-Baltimore, DC-MD-VA-WV CMSA",South,South Atlantic,8816,"$44,111 ","$193,766 ","$21,979 "
"$3,250 ",C,23,0.041666667,527,Own,55419905,Retail - Automotive Dealers & Gas Stations,Gas stations with auto repair,2,10,"$17,900 ","$51,965 ",74.38,"$1,208 ","$1,250 ",38,23,18,0,,,0.5,0.38729892,no,0,,0,0,0,0,38857,35284,196,3428,364,53,712,1226,19194,19663,17511,2.47,"$86,400 ","$30,287 ",40.6,39.9,41.2,AZ,7,"Las Vegas, NV-AZ MSA",West,Mountain,12004,"$70,388 ","$298,777 ","$24,890 "
"$3,310 ",C,3,0.25,475,Lease,72310000,Services - Personal,Beauty shops,0,7,"$111,000 ","$295,770 ",72.71,"$1,534 ","$2,594 ",26,5,3,0,,,0.85714286,0.0994897,no,0,,0,0,0,0,38940,36398,629,791,947,32,124,336,19228,19712,15164,2.38,"$102,800 ","$36,790 ",26.8,25.9,28.1,MN,6,,Midwest,West North Central,26510,"$152,027 ","$637,652 ","$24,053 "
"$3,820 ",C,3,0.25,655,Lease,41210000,Services - Transportation & Storage,Taxicab & limo service,3,14,"$84,600 ","$235,792 ",73.59,$0 ,"$2,552 ",0,0,0,0,,,1,0.13017936,no,0,,0,0,0,0,52617,28147,6344,27819,1943,188,662,12871,30904,21713,18750,2.8,"$88,100 ","$23,166 ",30.3,31.3,28.8,NV,8,"Las Vegas, NV-AZ MSA",West,Mountain,26744,"$192,725 ","$805,922 ","$30,135 "
"$2,840 ",B,3,0.25,524,Lease,58129902,Services - Eating and Drinking,Cafe,5,16,"$15,442 ","$19,840 ",56.23,"$4,649 ",$571 ,21,5,8,0,,,0.8125,0.56964723,no,0,,0,0,0,0,17003,11057,2895,897,1899,12,42,419,7816,9187,8084,2.15,"$347,100 ","$50,640 ",34.7,33.2,36.1,MA,5,"Boston-Worcester-Lawrence, MA-NH-ME-CT CMSA",Northeast,New England,7039,"$93,525 ","$358,323 ","$50,905 "
"$3,420 ",A,4,0.2,483,Lease,57120000,"Retail - Furniture, Furnishings & Appliances",Furniture,2,24,"$73,348 ","$121,199 ",62.3,"$3,493 ","$3,860 ",12,6,0,0,,,0.66666667,0.47088772,no,0,,0,0,0,0,1877,1815,18,26,24,1,0,15,911,966,1315,1.89,"$302,800 ","$78,449 ",61,62.6,59.4,FL,5,"Sarasota-Bradenton, FL MSA",South,South Atlantic,1303,"$8,176 ","$33,652 ","$25,827 "
"$3,030 ",B,7,0.125,673,Mortgage,72990500,Services - Personal,Facility rental & party planning services,3,5,"$7,964 ","$765,752 ",98.97,$0 ,"$5,119 ",0,0,0,0,,,1,0.02115549,yes,1,73.0143054,0,0,0,0,15476,13409,184,1230,872,26,88,275,7583,7893,6061,2.95,"$233,400 ","$83,095 ",32.4,32.4,32.3,CA,8,"Sacramento-Yolo, CA CMSA",West,Pacific,6913,"$80,961 ","$348,861 ","$50,464 "
"$3,790 ",B,49,0.02,600,Lease,75320000,Services - Auto Repair & Maintenance,Top & body repair & paint shops,0,15,"$63,550 ","$580,522 ",90.13,$43 ,"$4,381 ",10,1,0,0,,,0.93333333,0.12669481,no,0,,0,0,0,0,60254,30360,7797,21343,6292,662,561,10210,30221,30033,21204,2.87,"$225,600 ","$48,523 ",32.9,31.7,34.1,CA,8,"San Francisco-Oakland-San Jose, CA CMSA",West,Pacific,10850,"$82,911 ","$347,385 ","$32,017 "
"$3,210 ",B,3,0.25,659,Lease,58129902,Services - Eating and Drinking,Cafe,12,9,"$33,950 ","$77,892 ",69.64,$0 ,"$1,327 ",0,0,0,0,,,1,0.35203138,no,0,,0,0,0,0,28975,16959,165,18176,905,28,326,9528,14593,14382,9092,3.35,"$102,600 ","$36,732 ",31.8,30.5,33,CA,8,"Fresno, CA MSA",West,Pacific,3670,"$21,617 ","$101,837 ","$27,749 "
"$3,030 ",B,3,0.25,549,Lease,80420000,Services - Health,Optometrists,1,6,"$3,400 ","$226,283 ",98.52,$0 ,"$2,525 ",1,0,0,0,,,1,0.13858857,no,0,,0,0,0,0,26525,22322,2053,1467,353,23,225,638,12778,13747,13248,2.11,"$162,000 ","$40,788 ",34.9,34,35.9,RI,5,,Northeast,New England,14689,"$96,800 ","$428,205 ","$29,151 "
"$3,670 ",C,2,0.333333333,448,Lease,56210000,Retail - Clothes & Accessories,Women's clothing,15,11,"$34,875 ","$356,729 ",91.09,"$13,884 ","$2,912 ",13,14,10,0,,,0.54545455,0.03643636,no,0,,0,0,0,0,3431,3004,258,74,17,0,11,37,1839,1592,3890,1.69,"$323,600 ","$32,716 ",45.4,43.4,47.4,MA,5,,Northeast,New England,1386,"$7,483 ","$55,924 ","$40,349 "
"$3,760 ",B,2,0.333333333,471,Lease,72310000,Services - Personal,Beauty shops,3,15,$200 ,"$8,520 ",97.71,"$5,652 ",$933 ,1,1,2,9,5361,4205,0,0,no,0,,0,0,0,0,3180,3123,12,34,11,1,2,8,1433,1747,1625,2.06,"$80,500 ","$30,827 ",41.4,38.3,43.9,NY,5,"Utica-Rome, NY MSA",Northeast,Middle Atlantic,1166,"$6,789 ","$30,717 ","$26,344 "
"$2,500 ",A,3,0.25,554,Lease,58120500,Services - Eating and Drinking,Family restaurants,6,10,"$23,800 ","$274,011 ",92.01,$759 ,"$2,690 ",7,0,0,0,,,0.8,0.04305342,no,0,,0,0,1,0,32675,28098,1517,4190,367,9,198,1941,16592,16083,10856,3.07,"$125,300 ","$64,630 ",32.8,32.3,33.4,TX,6,"Dallas-Fort Worth, TX CMSA",South,West South Central,10390,"$71,441 ","$308,951 ","$29,735 "
"$2,240 ",A,6,0.142857143,617,Lease,57190200,"Retail - Furniture, Furnishings & Appliances","Lighting, lamps & accessories",21,23,"$113,591 ","$831,849 ",87.99,$0 ,"$9,083 ",2,0,0,0,,,1,0.16165446,no,0,,0,0,0,0,54069,48687,895,2754,3066,11,54,631,25699,28370,19218,2.74,"$284,800 ","$83,651 ",40,39,41,NJ,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,36758,"$327,851 ","$1,370,617 ","$37,288 "
"$2,800 ",A,5,0.166666667,534,Lease,54110000,Retail - Food Stores,Groceries,4,11,"$14,468 ","$711,554 ",98.01,$619 ,"$5,494 ",6,0,0,0,,,0.72727273,0.02534,yes,1,88.0396679,0,0,0,0,57765,29850,1999,38126,3431,81,797,18398,28683,29082,15847,3.63,"$146,700 ","$42,108 ",27.2,26.5,27.8,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,16252,"$134,032 ","$536,068 ","$32,985 "
"$2,600 ",B,3,0.25,557,Lease,58129902,Services - Eating and Drinking,Cafe,2,7,"$15,050 ","$226,202 ",93.76,"$1,596 ","$1,978 ",5,1,0,0,,,0.85714286,0.06778632,no,0,,0,0,1,0,26530,23245,1464,4421,130,27,65,878,13485,13045,16127,2.15,"$133,000 ","$38,244 ",51.1,46.8,54.9,FL,5,"Naples, FL MSA",South,South Atlantic,4125,"$23,897 ","$96,508 ","$23,396 "
"$3,300 ",B,2,0.333333333,624,Lease,58120500,Services - Eating and Drinking,Family restaurants,7,18,"$42,700 ","$1,106,829 ",96.29,$406 ,"$9,919 ",0,0,0,0,,,0.94444444,0.03817349,yes,1,85.1452756,0,0,0,0,22208,12756,1639,4143,4859,10,63,1872,11174,11034,7600,3.01,"$184,000 ","$70,302 ",35.6,34.4,36.8,VA,5,"Washington-Baltimore, DC-MD-VA-WV CMSA",South,South Atlantic,18602,"$145,150 ","$595,230 ","$31,998 "
"$2,910 ",B,96,0.010309278,684,Lease,17110000,Services - Home Improvement,"Plumbing, heating, air-conditioning",2,19,"$172,000 ","$303,564 ",63.83,$0 ,"$4,275 ",4,0,0,0,,,1,0.44616277,no,0,,0,0,0,0,38799,26247,3500,5198,4017,200,426,2165,19371,19428,16431,2.4,"$133,100 ","$42,562 ",31.7,30.5,33.3,CA,8,"Sacramento-Yolo, CA CMSA",West,Pacific,16378,"$148,389 ","$632,293 ","$38,606 "
"$3,130 ",A,40,0.024390244,421,Own,72310000,Services - Personal,Beauty shops,9,5,"$1,000 ","$226,627 ",99.56,"$10,976 ","$2,282 ",21,5,14,6,229744,11326,0,0.00230577,no,0,,0,0,4,0,25001,569,22985,1839,32,8,75,998,10947,14054,9704,2.9,"$94,900 ","$19,127 ",28.8,24.6,31.1,NJ,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,1747,"$10,520 ","$43,437 ","$24,864 "
"$3,340 ",A,28,0.034482759,618,Lease,52110200,Retail - Hardware & Home Improvement,Door & window products,1,15,"$53,382 ","$1,013,592 ",95,$0 ,"$9,606 ",2,0,0,0,,,1,0.05759074,no,0,,0,0,0,0,40258,31244,1000,7368,1779,121,588,3745,20154,20104,15065,2.65,"$255,500 ","$52,434 ",35.2,33.5,36.9,CA,8,"San Francisco-Oakland-San Jose, CA CMSA",West,Pacific,20114,"$190,571 ","$782,399 ","$38,898 "
"$3,440 ",A,11,0.083333333,671,Lease,56210000,Retail - Clothes & Accessories,Women's clothing,1,3,$780 ,$132 ,14.47,"$1,521 ",$29 ,11,1,0,0,,,0.66666667,1,no,0,,0,0,0,0,6804,6216,280,64,235,1,8,26,3247,3557,2846,2.4,"$204,700 ","$67,464 ",41.8,39.9,43.7,PA,5,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD CMSA",Northeast,Middle Atlantic,8822,"$120,757 ","$508,770 ","$57,671 "
"$3,440 ",A,4,0.2,567,Lease,76991700,Services - For Businesses,Cleaning services,3,7,"$1,350 ","$1,599 ",54.22,$477 ,$60 ,0,0,0,0,,,0.57142857,0.77231504,no,0,,0,0,3,0,19410,15887,1823,1263,616,3,52,573,9633,9777,7033,2.83,"$208,700 ","$71,393 ",32.8,32.3,33.3,VA,5,"Washington-Baltimore, DC-MD-VA-WV CMSA",South,South Atlantic,9897,"$70,657 ","$306,535 ","$30,973 "
"$2,850 ",B,28,0.034482759,509,Lease,59920000,Retail - Others,Florist,3,9,$300 ,"$1,575 ",84,$621 ,$82 ,0,0,0,8,1440,1173,0.11111111,0,yes,1,63.8319764,0,0,0,0,28774,26564,1496,518,176,10,39,124,13718,15056,12767,2.34,"$85,500 ","$38,337 ",39.4,37.5,41,OH,5,"Youngstown-Warren, OH MSA",Midwest,East North Central,11122,"$62,727 ","$267,427 ","$24,045 "
"$1,840 ",A,18,0.052631579,494,Own,59210000,Retail - Others,Alcoholic beverages,10,12,"$6,550 ","$1,017,340 ",99.36,"$10,017 ","$7,871 ",7,2,2,0,,,0.66666667,0.00570477,no,0,,0,1,0,6887,55496,47776,6080,828,429,23,110,321,28098,27398,23126,2.37,"$99,200 ","$33,704 ",35.4,33.9,37.2,MD,5,"Washington-Baltimore, DC-MD-VA-WV CMSA",South,South Atlantic,33208,"$226,619 ","$967,246 ","$29,127 "
"$3,240 ",C,4,0.2,656,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,2,7,"$13,603 ","$191,584 ",93.37,$0 ,"$1,891 ",11,2,0,0,,,0.85714286,0.07575029,no,0,,0,0,0,0,28069,26982,208,520,376,1,80,89,13649,14420,11179,2.52,"$141,400 ","$59,015 ",38.2,37.1,39.4,MI,5,"Detroit-Ann Arbor-Flint, MI CMSA",Midwest,East North Central,46908,"$489,737 ","$1,982,126 ","$42,256 "
"$2,910 ",C,13,0.071428571,522,Own,58130100,Services - Eating and Drinking,Bars & lounges,0,26,"$54,719 ","$546,805 ",90.9,"$1,161 ","$7,852 ",11,1,21,0,,,0.80769231,0.74532005,no,0,,0,0,0,0,24762,21680,2261,243,275,15,48,91,11875,12887,12819,2.03,"$78,800 ","$25,504 ",37.6,34.8,40.5,WV,5,"Huntington-Ashland, WV-KY-OH MSA",South,South Atlantic,17479,"$106,177 ","$449,884 ","$25,739 "
"$3,020 ",B,3,0.25,540,Lease,58129902,Services - Eating and Drinking,Cafe,0,7,$300 ,"$5,546 ",94.87,"$5,102 ",$32 ,5,2,0,0,,,0.28571429,0.18151761,no,0,,0,0,0,0,28081,25261,1120,1005,745,10,68,342,13429,14652,12872,2.26,"$137,300 ","$47,869 ",37.7,36.7,38.7,CT,5,"Hartford, CT MSA",Northeast,New England,8570,"$55,295 ","$239,582 ","$27,956 "
"$3,560 ",B,3,0.25,717,Lease,17110000,Services - Home Improvement,"Plumbing, heating, air-conditioning",2,10,"$106,200 ","$465,311 ",81.42,$0 ,"$6,179 ",0,0,0,0,,,1,0.13462153,no,0,,0,0,0,0,11497,11146,66,198,70,1,29,46,5811,5686,4483,2.69,"$144,700 ","$64,680 ",36.6,36.2,37,CT,5,"Hartford, CT MSA",Northeast,New England,717,"$3,955 ","$20,482 ","$28,566 "
"$2,980 ",A,15,0.0625,662,Lease,57220000,"Retail - Furniture, Furnishings & Appliances",Household appliances,5,10,"$37,300 ","$1,117,797 ",96.77,$0 ,"$8,021 ",0,0,0,0,,,1,0.02683094,no,0,,0,0,0,0,52862,39339,1928,10468,2561,261,691,5015,25036,27826,20514,2.62,"$120,900 ","$37,671 ",35.8,33.2,38,CA,8,"Modesto, CA MSA",West,Pacific,21862,"$153,829 ","$626,101 ","$28,639 "
"$3,370 ",A,1,0.5,672,Lease,72310000,Services - Personal,Beauty shops,3,6,"$31,500 ","$163,011 ",83.81,$0 ,"$1,647 ",1,0,0,0,,,1,0.14236183,yes,1,96.3034361,0,0,0,0,5646,5493,20,59,47,0,12,16,2755,2891,2158,2.72,"$123,200 ","$57,886 ",31.3,30.5,32.1,IA,6,"Des Moines, IA MSA",Midwest,West North Central,2591,"$22,073 ","$107,471 ","$41,479 "
"$4,350 ",B,2,0.333333333,564,Lease,58120500,Services - Eating and Drinking,Family restaurants,2,23,"$3,125 ","$43,875 ",93.35,$667 ,$346 ,7,1,6,0,,,0.7826087,0.07498594,no,0,,0,0,0,0,17775,17097,95,497,115,3,69,209,9023,8752,8775,2.49,"$111,500 ","$43,649 ",33.9,31.7,36.1,IN,5,,Midwest,East North Central,9828,"$56,813 ","$239,899 ","$24,410 "
"$3,510 ",B,4,0.2,477,Lease,72310000,Services - Personal,Beauty shops,10,20,"$202,220 ","$1,107,414 ",84.56,"$36,428 ","$13,048 ",11,10,10,0,,,0.45,0.19279341,no,0,,0,0,0,0,34138,31331,145,2557,255,49,453,916,16597,17541,14138,2.51,"$182,000 ","$47,707 ",42.3,41.1,43.4,CA,8,"Sacramento-Yolo, CA CMSA",West,Pacific,9893,"$62,429 ","$273,812 ","$27,677 "
"$3,670 ",A,19,0.05,552,Lease,80210000,Services - Health,Dentists,7,20,"$71,248 ","$70,432 ",49.71,"$66,781 ","$1,983 ",21,1,6,0,,,0.8,0.8851268,no,0,,0,0,0,0,41813,36853,1000,4842,1074,31,230,1916,20945,20868,16366,2.67,"$156,900 ","$71,852 ",34.3,33.4,35.1,TX,6,"Dallas-Fort Worth, TX CMSA",South,West South Central,25210,"$208,194 ","$829,827 ","$32,917 "
"$1,810 ",B,4,0.2,619,Own,57340000,"Retail - Furniture, Furnishings & Appliances",Computers & software,0,3,$400 ,"$2,071 ",83.81,"$1,752 ",$10 ,0,0,0,0,,,0.33333333,0.18473709,no,0,,0,0,0,0,29252,13325,14040,615,768,43,293,130,13721,15531,12120,2.68,"$52,100 ","$25,019 ",33.7,32.1,35.1,FL,6,"Pensacola, FL MSA",South,South Atlantic,10740,"$68,835 ","$270,422 ","$25,179 "
"$2,750 ",B,3,0.25,516,Lease,72990105,Services - Personal,Tanning salon,6,11,"$30,450 ","$80,286 ",72.5,$30 ,"$1,797 ",7,0,0,0,,,0.90909091,0.07195613,no,0,,0,0,0,0,21400,18961,98,1458,233,28,764,449,10376,11024,8638,2.63,"$100,900 ","$29,564 ",38.3,36.7,39.6,CA,8,"Redding, CA MSA",West,Pacific,3825,"$27,215 ","$115,801 ","$30,275 "
"$4,560 ",C,2,0.333333333,584,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,5,8,"$4,320 ","$275,688 ",98.46,$0 ,"$2,133 ",9,1,0,0,,,1,0.0166957,no,0,,0,0,0,0,36100,25904,5762,2323,2370,18,141,802,17740,18360,14343,2.7,"$86,500 ","$43,672 ",31.7,31.2,32.1,FL,5,"Jacksonville, FL MSA",South,South Atlantic,9586,"$99,220 ","$349,749 ","$36,485 "
"$2,870 ",B,3,0.25,597,Lease,59940000,Retail - Others,Newspaper stand,8,11,"$21,200 ","$69,651 ",76.67,"$1,024 ","$2,302 ",1,0,0,0,,,0.81818182,0.17808045,no,0,,0,0,0,0,23250,21169,300,1361,499,7,250,706,11610,11640,8608,2.71,"$143,000 ","$58,298 ",31.8,31.4,32.2,MN,6,"Minneapolis-St. Paul, MN-WI MSA",Midwest,West North Central,14323,"$115,174 ","$503,731 ","$35,169 "
"$3,850 ",A,13,0.071428571,527,Lease,72310000,Services - Personal,Beauty shops,8,9,"$3,000 ","$60,122 ",95.25,"$1,900 ","$1,384 ",27,4,2,0,,,0.66666667,0.01567569,no,0,,0,1,0,,32385,26896,1838,4065,1510,12,99,1403,15812,16573,12809,2.67,"$120,100 ","$60,887 ",33.7,32.9,34.7,TX,6,"Houston-Galveston-Brazoria, TX CMSA",South,West South Central,52624,"$269,244 ","$978,174 ","$18,588 "
"$2,410 ",A,5,0.166666667,538,Lease,54110000,Retail - Food Stores,Groceries,6,9,"$44,434 ","$290,739 ",86.74,$96 ,"$3,698 ",11,1,0,0,,,0.88888889,0.2696196,no,0,,0,0,0,0,1140,1004,117,21,0,0,0,16,627,513,612,2.26,"$47,100 ","$23,977 ",40.8,38.7,44.4,IL,6,,Midwest,East North Central,219,"$1,531 ","$6,392 ","$29,187 "
"$3,730 ",B,6,0.142857143,599,Lease,80110500,Services - Health,Specialist physicians,5,2,"$64,800 ","$412,862 ",86.43,$0 ,"$2,840 ",0,0,0,0,,,1,0,no,0,,0,0,0,0,4248,2832,78,269,1106,6,8,95,2157,2091,1870,2.35,"$349,500 ","$70,750 ",30.6,30.6,30.6,CA,8,"San Diego, CA MSA",West,Pacific,96060,"$1,660,414 ","$6,542,498 ","$68,108 "
"$2,230 ",A,4,0.2,492,Lease,59410000,Retail - Others,Sporting goods,9,5,"$22,700 ","$27,973 ",55.2,"$2,113 ",$639 ,5,1,3,0,,,0.6,0.43139225,no,0,,0,0,0,0,24555,22511,191,1309,508,10,319,604,11947,12608,9822,2.62,"$92,400 ","$39,442 ",31.9,31.1,32.7,AR,6,"Fayetteville-Springdale-Rogers, AR MSA",South,West South Central,17401,"$160,858 ","$610,582 ","$35,089 "
"$2,160 ",A,4,0.2,490,Own,79910000,Services - Amusement & Recreation,Gyms,7,31,"$119,374 ","$285,439 ",70.51,"$7,030 ","$4,632 ",10,4,2,0,,,0.74193548,0.2864604,no,0,,0,0,0,0,2365,2255,58,47,12,1,6,6,1185,1180,905,2.7,"$111,300 ","$47,396 ",36.1,35.3,37,MA,5,,Northeast,New England,214,"$1,571 ","$6,732 ","$31,458 "
"$3,810 ",C,3,0.25,722,Lease,59990605,Retail - Others,Mobile telephones & equipment,1,17,"$29,600 ","$684,005 ",95.85,$0 ,"$6,438 ",0,0,0,0,,,1,0.04381671,no,0,,0,0,0,0,26530,23245,1464,4421,130,27,65,878,13485,13045,16127,2.15,"$133,000 ","$38,244 ",51.1,46.8,54.9,FL,5,"Naples, FL MSA",South,South Atlantic,4125,"$23,897 ","$96,508 ","$23,396 "
"$3,980 ",A,3,0.25,524,Mortgage,7810000,Services - Home Improvement,Landscape services,0,15,"$56,400 ","$112,195 ",66.55,"$3,215 ","$3,719 ",109,5,0,0,,,0.73333333,0.05717409,no,0,,0,0,2,0,23667,23101,161,148,176,7,26,31,11638,12029,8941,2.72,"$141,000 ","$59,693 ",38.6,38.1,39.1,OH,5,"Canton-Massillon, OH MSA",Midwest,East North Central,6336,"$52,664 ","$233,405 ","$36,838 "
"$2,440 ",A,19,0.05,634,Lease,59920000,Retail - Others,Florist,0,11,"$51,650 ","$48,869 ",48.62,$0 ,"$1,638 ",4,0,0,0,,,1,0.98691051,no,0,,0,0,0,0,28787,26822,388,1070,869,9,29,288,14020,14767,10614,2.74,"$248,800 ","$77,639 ",37.7,37.2,38.2,NJ,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,12819,"$106,008 ","$459,434 ","$35,840 "
"$3,130 ",A,6,0.142857143,575,Own,57120000,"Retail - Furniture, Furnishings & Appliances",Furniture,3,10,"$2,200 ","$379,093 ",99.42,"$8,936 ","$4,137 ",7,1,1,0,,,0.9,0.08315761,yes,1,88.2407564,0,0,0,0,47044,8290,36274,808,1137,28,115,236,20536,26508,21637,2.3,"$51,900 ","$30,099 ",35.7,31.4,39.3,PA,5,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD CMSA",Northeast,Middle Atlantic,10875,"$71,976 ","$301,305 ","$27,706 "
"$2,430 ",A,2,0.333333333,609,Lease,58130100,Services - Eating and Drinking,Bars & lounges,2,6,"$10,500 ","$7,618 ",42.05,$0 ,$206 ,5,1,0,0,,,1,1,no,0,,0,0,0,0,7873,7548,78,68,175,4,6,11,3927,3946,2520,3.18,"$230,900 ","$89,453 ",34.2,34.1,34.2,PA,5,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD CMSA",Northeast,Middle Atlantic,1458,"$12,327 ","$52,919 ","$36,296 "
"$2,610 ",A,3,0.25,577,Lease,79910000,Services - Amusement & Recreation,Gyms,2,15,"$128,593 ","$470,991 ",78.55,$0 ,"$5,525 ",0,0,0,0,,,1,0.3236315,no,0,,0,0,0,0,44412,35759,3315,3304,3054,8,89,1171,22101,22311,16882,2.78,"$179,000 ","$76,185 ",30.1,30.1,30.1,IL,6,"Chicago-Gary-Kenosha, IL-IN-WI CMSA",Midwest,East North Central,24585,"$232,475 ","$950,452 ","$38,660 "
"$2,780 ",B,11,0.083333333,521,Own,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,5,13,"$8,639 ","$201,118 ",95.88,"$2,736 ","$2,273 ",42,9,3,0,,,0.46153846,0.06259675,no,0,,0,0,1,0,18203,17334,452,201,151,8,47,51,8889,9314,7657,2.5,"$112,000 ","$45,314 ",35.8,35.2,36.4,TN,5,"Knoxville, TN MSA",South,East South Central,3695,"$30,134 ","$126,160 ","$34,143 "
"$2,270 ",A,4,0.2,458,Own,72310000,Services - Personal,Beauty shops,3,16,"$50,301 ","$470,838 ",90.35,"$20,249 ","$4,946 ",16,2,8,0,,,0.875,0.07930522,no,0,,0,0,0,0,42603,35166,359,2992,4760,49,95,872,20329,22274,19529,2.07,"$663,900 ","$68,691 ",38.4,37.1,39.6,CA,8,"San Diego, CA MSA",West,Pacific,32728,"$329,478 ","$1,340,717 ","$40,965 "
"$3,780 ",C,8,0.111111111,587,Mortgage,58120500,Services - Eating and Drinking,Family restaurants,2,8,"$5,100 ","$670,260 ",99.24,"$8,206 ","$7,174 ",3,2,0,0,,,0.875,0.0202957,no,0,,0,1,0,4849,25994,24847,407,661,302,3,31,158,12640,13354,10582,2.66,"$155,900 ","$60,904 ",38.6,37.5,39.7,NJ,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,7897,"$56,958 ","$254,484 ","$32,225 "
"$3,040 ",C,7,0.125,726,Own,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,0,16,"$78,800 ","$153,819 ",66.12,$0 ,"$2,108 ",3,0,0,0,,,1,0.29280801,no,0,,0,0,0,0,38915,33350,1686,3867,1796,6,157,1207,18926,19989,13721,2.91,"$117,600 ","$70,773 ",35.2,34.7,35.7,TX,6,"Houston-Galveston-Brazoria, TX CMSA",South,West South Central,9747,"$51,042 ","$211,919 ","$21,742 "
"$3,530 ",B,3,0.25,560,Lease,79910103,Services - Amusement & Recreation,Spas,9,22,"$384,910 ","$1,353,310 ",77.86,$733 ,"$10,527 ",11,2,0,0,,,0.86363636,0.05977629,no,0,,0,0,0,0,24783,22465,342,1793,920,20,112,485,12014,12769,12106,2.27,"$237,600 ","$66,411 ",43.8,43.4,44.2,AZ,7,"Tucson, AZ MSA",West,Mountain,2821,"$16,420 ","$69,134 ","$24,507 "
"$3,090 ",A,6,0.142857143,618,Lease,52110200,Retail - Hardware & Home Improvement,Door & window products,2,7,"$9,550 ","$7,995 ",45.57,$189 ,$242 ,10,1,0,0,,,0.71428571,0.98204446,no,0,,0,0,0,0,5864,5570,125,34,8,0,75,8,2939,2925,3698,2.21,"$51,300 ","$28,455 ",44.7,42.8,47.2,MI,6,,Midwest,East North Central,1836,"$9,328 ","$39,784 ","$21,669 "
"$3,670 ",A,4,0.2,491,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,6,14,$600 ,"$3,297 ",84.6,"$2,801 ",$174 ,1,0,1,11,1499,1499,0,0,no,0,,0,0,0,0,51614,49661,834,472,372,8,84,120,25290,26324,19528,2.72,"$158,000 ","$57,711 ",36.1,35.6,36.5,OH,5,"Cleveland-Akron, OH CMSA",Midwest,East North Central,22540,"$147,891 ","$635,577 ","$28,198 "
